HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
EPI2278017|A/Domestic_Goose/England/161197/2022|HA	A/Domestic_Goose/England/161197/2022	avian_flu	EPI_ISL_16384158	2022-11-29	Europe	United Kingdom	England	NA	Other avian	NA
EPI2278009|A/Peregrine_falcon/England/161113/2022|HA	A/Peregrine_falcon/England/161113/2022	avian_flu	EPI_ISL_16384157	2022-11-29	Europe	United Kingdom	England	NA	Other avian	NA
EPI2278001|A/Domestic_duck/England/159770/2022|HA	A/Domestic_duck/England/159770/2022	avian_flu	EPI_ISL_16384156	2022-11-28	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277969|A/Barnacle_goose/Northern_Ireland/159014/2022|HA	A/Barnacle_goose/Northern_Ireland/159014/2022	avian_flu	EPI_ISL_16384152	2022-11-17	Europe	United Kingdom	Northern Ireland	NA	Other avian	NA
EPI2281633|A/pheasant/England/118819/2022|HA	A/pheasant/England/118819/2022	avian_flu	EPI_ISL_16384151	2022-11-08	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277953|A/mute_swan/England/152286/2022|HA	A/mute_swan/England/152286/2022	avian_flu	EPI_ISL_16384150	2022-11-14	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277905|A/Domestic_duck/England/154301/2022|HA	A/Domestic_duck/England/154301/2022	avian_flu	EPI_ISL_16384144	2022-11-19	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277873|A/Domestic_goose/England/153783/2022|HA	A/Domestic_goose/England/153783/2022	avian_flu	EPI_ISL_16384140	2022-11-16	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277857|A/domestic_goose/England/132125/2022|HA	A/domestic_goose/England/132125/2022	avian_flu	EPI_ISL_16384138	2022-10-14	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277849|A/domestic_duck/England/137953/2022|HA	A/domestic_duck/England/137953/2022	avian_flu	EPI_ISL_16384137	2022-10-20	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277825|A/grey_heron/England/142125/2022|HA	A/grey_heron/England/142125/2022	avian_flu	EPI_ISL_16384127	2022-10-28	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277817|A/peregrine_falcon/England/254313/2022|HA	A/peregrine_falcon/England/254313/2022	avian_flu	EPI_ISL_16384126	2022-11-08	Europe	United Kingdom	England	NA	Other avian	NA
EPI2277809|A/pheasant/England/331075/2022|HA	A/pheasant/England/331075/2022	avian_flu	EPI_ISL_16384125	2022-10-31	Europe	United Kingdom	England	NA	Other avian	NA
EPI2247236|A/Great Horned Owl/AB/FAV-0505-30/2022	A/Great Horned Owl/AB/FAV-0505-30/2022	avian_flu	EPI_ISL_16189977	2022-04-28	North America	Canada	Alberta	NA	Other avian	Wild
EPI2244367|A/northern gannet/Germany-NI/AI04234/2022	A/northern gannet/Germany-NI/AI04234/2022	avian_flu	EPI_ISL_16122154	2022-07-08	Europe	Germany	Lower Saxony	Aurich	Other avian	Wild
EPI2244343|A/Eurasian spoonbill/Germany-SH/AI04243/2022	A/Eurasian spoonbill/Germany-SH/AI04243/2022	avian_flu	EPI_ISL_16122151	2022-07-13	Europe	Germany	Schleswig-Holstein	Dithmarschen	Other avian	Wild
EPI2244335|A/Eurasian eagle-owl/Germany-BY/AI01616/2022	A/Eurasian eagle-owl/Germany-BY/AI01616/2022	avian_flu	EPI_ISL_16122150	2022-03-03	Europe	Germany	Bavaria	Freising	Other avian	Domestic
EPI2233146|A/Pheasant/Wales/394561/2022|HA	A/Pheasant/Wales/394561/2022	avian_flu	EPI_ISL_15958027	2022-10-21	Europe	United Kingdom	Wales	NA	Other avian	NA
EPI2222196|A/peafowl/ Croatia/123/2022	A/peafowl/ Croatia/123/2022	avian_flu	EPI_ISL_15895378	2022-11-10	Europe	Croatia	Zagrebacka Zupanija	Gornji Stupnik	Other avian	Domestic
EPI2208346|A/Pavo/Belgium/10906_0006/2022	A/Pavo/Belgium/10906_0006/2022	avian_flu	EPI_ISL_15697406	2022-09-18	Europe	Belgium	Provincie Limburg	Bocholt	Other avian	Domestic
EPI2150878|A/Sandwich tern/Sweden/SVA220623SZ0237/FB001997/K-2022	A/Sandwich tern/Sweden/SVA220623SZ0237/FB001997/K-2022	avian_flu	EPI_ISL_14811930	2022-06-09	Europe	Sweden	Blekinge Lan	Karlskrona Kommun	Other avian	Wild
EPI2150870|A/northern gannet/Sweden/SVA220623SZ0232/FB001984/N-2022	A/northern gannet/Sweden/SVA220623SZ0232/FB001984/N-2022	avian_flu	EPI_ISL_14811929	2022-06-15	Europe	Sweden	Hallands Lan	Falkenbergs Kommun	Other avian	Wild
EPI2150862|A/northern gannet/Sweden/SVA220623SZ0220/FB001982/O-2022	A/northern gannet/Sweden/SVA220623SZ0232/FB001982/O-2022	avian_flu	EPI_ISL_14811896	2022-06-20	Europe	Sweden	Vastra Gotalands Lan	Sotenas Kommun	Other avian	Wild
EPI2150691|A/Sandwich tern/Sweden/SVA220617SZ0303/FB001933/K-2022	A/Sandwich tern/Sweden/SVA220617SZ0303/FB001933/K-2022	avian_flu	EPI_ISL_14811829	2022-06-13	Europe	Sweden	Blekinge Lan	Solvesborgs Kommun	Other avian	Wild
EPI2150683|A/Sandwich tern/Sweden/SVA220617SZ0291/FB001930/K-2022	A/Sandwich tern/Sweden/SVA220617SZ0291/FB001930/K-2022	avian_flu	EPI_ISL_14811828	2022-06-13	Europe	Sweden	Blekinge Lan	Solvesborgs Kommun	Other avian	Wild
EPI2150659|A/Sandwich tern/Sweden/SVA220617SZ0291/FB001903/K-2022	A/Sandwich tern/Sweden/SVA220617SZ0291/FB001903/K-2022	avian_flu	EPI_ISL_14811825	2022-06-13	Europe	Sweden	Blekinge Lan	Solvesborgs Kommun	Other avian	Wild
EPI2105526|A/Ciconia_ciconia/Spain/485-2_22VIR6312-1/2022_HA	A/Ciconia_ciconia/Spain/485-2_22VIR6312-1/2022	avian_flu	EPI_ISL_14028104	2022-02-22	Europe	Spain	NA	NA	Other avian	NA
EPI2072208|A/Red-breasted_goose/Jersey/018414/2022_|H5N1|HA	A/Red-breasted_goose/Jersey/018414/2022	avian_flu	EPI_ISL_13370897	2022-02-22	Europe	Jersey	NA	NA	Other avian	NA
EPI2072200|A/Red-breasted_goose/Jersey/018413/2022_|H5N1|HA	A/Red-breasted_goose/Jersey/018413/2022	avian_flu	EPI_ISL_13370896	2022-02-22	Europe	Jersey	NA	NA	Other avian	NA
EPI2072192|A/magpie/Scotland/012805/2022_|H5N1|HA	A/magpie/Scotland/012805/2022	avian_flu	EPI_ISL_13370895	2022-02-05	Europe	United Kingdom	Scotland	NA	Other avian	NA
EPI2072184|A/coot/England/388108/2022_|H5N1|HA	A/coot/England/388108/2022	avian_flu	EPI_ISL_13370894	2022-01-28	Europe	United Kingdom	England	NA	Other avian	NA
EPI2697263|A mink Finland 471 2023 HA	A_mink_Finland_471_2023	avian_flu	EPI_ISL_18122194	2023-07-03	Europe	Finland	NA	NA	mammals	NA
EPI2131357|A/Vulpes vulpes/New_York/088592/2022	A/Vulpes vulpes/New_York/088592/2022	avian_flu	EPI_ISL_14551957	2022-04-25	North America	United States	New York	Saint Lawrence County	mammals	Wild
EPI1988053|2022-wk08-10_HA_H5	A/red fox/Netherlands/22003495-003/2022	avian_flu	EPI_ISL_10454887	2022-02-18	Europe	Netherlands	Provincie Utrecht	NA	mammals	NA
EPI1965229|2022-wk04-05_HA_H5	A/otter/Netherlands/22001014-005/2022	avian_flu	EPI_ISL_9111104	2022-01-17	Europe	Netherlands	Provincie Flevoland	NA	mammals	NA
EPI1956640|2022-wk02-05_HA_H5	A/red fox/Netherlands/22000097-004/2022	avian_flu	EPI_ISL_8650947	2022-01-03	Europe	Netherlands	Provincie Noord-Holland	NA	mammals	NA
EPI2697673|A_raccoon-dog_Finland_623_2023_HA	A/raccoon-dog/Finland/623/2023	avian_flu	EPI_ISL_18123936	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697666|A_arctic-fox_Finland_615_2023_HA	A/arctic-fox/Finland/615/2023	avian_flu	EPI_ISL_18123935	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697658|A_arctic-fox_Finland_614_2023_HA	A/arctic-fox/Finland/614/2023	avian_flu	EPI_ISL_18123934	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697650|A_arctic-fox_Finland_613_2023_HA	A/arctic-fox/Finland/613/2023	avian_flu	EPI_ISL_18123933	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697642|A_fox_Finland_610_2023_HA	A/fox/Finland/610/2023	avian_flu	EPI_ISL_18123932	2023-07-20	Europe	Finland	NA	NA	Canine	NA
EPI2697634|A_fox_Finland_602_2023_HA	A/fox/Finland/602/2023	avian_flu	EPI_ISL_18123931	2023-07-20	Europe	Finland	NA	NA	Canine	NA
EPI2697618|A_arctic-fox_Finland_660_2023_HA	A/arctic-fox/Finland/660/2023	avian_flu	EPI_ISL_18123725	2023-07-31	Europe	Finland	NA	NA	Canine	NA
EPI2697610|A_arctic-fox_Finland_654_2023_HA	A/arctic-fox/Finland/654/2023	avian_flu	EPI_ISL_18123724	2023-07-27	Europe	Finland	NA	NA	Canine	NA
EPI2697602|A_mink_Finland_606_2023_HA	A/mink/Finland/606/2023	avian_flu	EPI_ISL_18123723	2023-07-20	Europe	Finland	NA	NA	Canine	NA
EPI2697595|A_arctic-fox_Finland_564_2023_HA	A/arctic-fox/Finland/564/2023	avian_flu	EPI_ISL_18123722	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697587|A_arctic-fox_Finland_500_2023_HA	A/arctic-fox/Finland/500/2023	avian_flu	EPI_ISL_18123721	2023-07-10	Europe	Finland	NA	NA	Canine	NA
EPI2697502|A_red-fox_Finland_553_2023_HA	A/red-fox/Finland/553/2023	avian_flu	EPI_ISL_18122445	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697494|A_raccoon-dog_Finland_555_2023_HA	A/raccoon-dog/Finland/555/2023	avian_flu	EPI_ISL_18122444	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697488|A_fox_Finland_612_2023_HA	A/fox/Finland/612/2023	avian_flu	EPI_ISL_18122443	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697480|A_fox_Finland_603_2023_HA	A/fox/Finland/603/2023	avian_flu	EPI_ISL_18122442	2023-07-20	Europe	Finland	NA	NA	Canine	NA
EPI2697472|A_fox_Finland_601_2023_HA	A/fox/Finland/601/2023	avian_flu	EPI_ISL_18122441	2023-07-20	Europe	Finland	NA	NA	Canine	NA
EPI2697464|A_arctic-fox_Finland_622_2023_HA	A/arctic-fox/Finland/622/2023	avian_flu	EPI_ISL_18122440	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697456|A_arctic-fox_Finland_621_2023_HA	A/arctic-fox/Finland/621/2023	avian_flu	EPI_ISL_18122439	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697448|A_arctic-fox_Finland_620_2023_HA	A/arctic-fox/Finland/620/2023	avian_flu	EPI_ISL_18122438	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697440|A_arctic-fox_Finland_619_2023_HA	A/arctic-fox/Finland/619/2023	avian_flu	EPI_ISL_18122437	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697432|A_arctic-fox_Finland_618_2023_HA	A/arctic-fox/Finland/618/2023	avian_flu	EPI_ISL_18122436	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697424|A_arctic-fox_Finland_616_2023_HA	A/arctic-fox/Finland/616/2023	avian_flu	EPI_ISL_18122435	2023-07-24	Europe	Finland	NA	NA	Canine	NA
EPI2697416|A_arctic-fox_Finland_579_2023_HA	A/arctic-fox/Finland/579/2023	avian_flu	EPI_ISL_18122434	2023-07-18	Europe	Finland	NA	NA	Canine	NA
EPI2697409|A_arctic-fox_Finland_577_2023_HA	A/arctic-fox/Finland/577/2023	avian_flu	EPI_ISL_18122433	2023-07-18	Europe	Finland	NA	NA	Canine	NA
EPI2697401|A_arctic-fox_Finland_576_2023_HA	A/arctic-fox/Finland/576/2023	avian_flu	EPI_ISL_18122432	2023-07-18	Europe	Finland	NA	NA	Canine	NA
EPI2697393|A_arctic-fox_Finland_575_2023_HA	A/arctic-fox/Finland/575/2023	avian_flu	EPI_ISL_18122431	2023-07-18	Europe	Finland	NA	NA	Canine	NA
EPI2697385|A_arctic-fox_Finland_574_2023_HA	A/arctic-fox/Finland/574/2023	avian_flu	EPI_ISL_18122430	2023-07-18	Europe	Finland	NA	NA	Canine	NA
EPI2697377|A_arctic-fox_Finland_567_2023_HA	A/arctic-fox/Finland/567/2023	avian_flu	EPI_ISL_18122429	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697369|A_arctic-fox_Finland_566_2023_HA	A/arctic-fox/Finland/566/2023	avian_flu	EPI_ISL_18122428	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697362|A_arctic-fox_Finland_565_2023_HA	A/arctic-fox/Finland/565/2023	avian_flu	EPI_ISL_18122427	2023-07-17	Europe	Finland	NA	NA	Canine	NA
EPI2697354|A_arctic-fox_Finland_549_2023_HA	A/arctic-fox/Finland/549/2023	avian_flu	EPI_ISL_18122426	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697346|A_arctic-fox_Finland_547_2023_HA	A/arctic-fox/Finland/547/2023	avian_flu	EPI_ISL_18122425	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697338|A_arctic-fox_Finland_544_2023_HA	A/arctic-fox/Finland/544/2023	avian_flu	EPI_ISL_18122424	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697330|A_arctic-fox_Finland_543_2023_HA	A/arctic-fox/Finland/543/2023	avian_flu	EPI_ISL_18122423	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697322|A_arctic-fox_Finland_542_2023_HA	A/arctic-fox/Finland/542/2023	avian_flu	EPI_ISL_18122422	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697313|A_arctic-fox_Finland_536_2023_HA	A/arctic-fox/Finland/536/2023	avian_flu	EPI_ISL_18122421	2023-07-14	Europe	Finland	NA	NA	Canine	NA
EPI2697305|A_arctic-fox_Finland_504_2023_HA	A/arctic-fox/Finland/504/2023	avian_flu	EPI_ISL_18122420	2023-07-10	Europe	Finland	NA	NA	Canine	NA
EPI2697297|A_arctic-fox_Finland_497_2023_HA	A/arctic-fox/Finland/497/2023	avian_flu	EPI_ISL_18122419	2023-07-10	Europe	Finland	NA	NA	Canine	NA
EPI2697290|A_arctic-fox_Finland_495_2023_HA	A/arctic-fox/Finland/495/2023	avian_flu	EPI_ISL_18122418	2023-07-10	Europe	Finland	NA	NA	Canine	NA
EPI2297256|A/Vulpes_vulpes/Belgium/14775-0001/2022	A/Vulpes_vulpes/Belgium/14775-0001/2022	avian_flu	EPI_ISL_16549380	2022-12-08	Europe	Belgium	Provincie Vlaams-Brabant	Vilvoorde	Canine	Wild
EPI3293345|A/fox/Germany-HH/2024AI01565/2024_seg4	A/fox/Germany-HH/2024AI01565/2024	avian_flu	EPI_ISL_19139417	2024-03-01	Europe	Germany	NA	NA	Other mammals	NA
EPI2921533|A/porpoise/Antofagasta/SJCEIRR-2465062/2023	A/porpoise/Antofagasta/SJCEIRR-2465062/2023	avian_flu	EPI_ISL_18777141	2023-03-31	South America	Chile	Region de Antofagasta	NA	Other mammals	NA
EPI2921527|A/porpoise/Atacama/SJCEIRR-245355/2023	A/porpoise/Atacama/SJCEIRR-245355/2023	avian_flu	EPI_ISL_18777140	2023-03-27	South America	Chile	Region de Atacama	NA	Other mammals	NA
EPI2921521|A/dolphin/Maule/SJCEIRR-246026/2023	A/dolphin/Maule/SJCEIRR-246026/2023	avian_flu	EPI_ISL_18777139	2023-03-31	South America	Chile	Region del Maule	NA	Other mammals	NA
EPI2921516|A/dolphin/Nuble/SJCEIRR-2482441/2023	A/dolphin/Nuble/SJCEIRR-2482441/2023	avian_flu	EPI_ISL_18777138	2023-04-01	South America	Chile	Region de Nuble	NA	Other mammals	NA
EPI2921496|A/porpoise/Antofagasta/SJCEIRR-2465061/2023	A/porpoise/Antofagasta/SJCEIRR-2465061/2023	avian_flu	EPI_ISL_18777129	2023-03-31	South America	Chile	Region de Antofagasta	NA	Other mammals	NA
EPI2677004|A/red fox/Michigan/22-018712-003-original/2022	A/red fox/Michigan/22-018712-003/2022	avian_flu	EPI_ISL_18090482	2022-05-27	North America	United States	Michigan	Bay County	Other mammals	Wild
EPI2509907|A/harbour_seal/Scotland/054948/2022|HA	A/harbour_seal/Scotland/054948/2022	avian_flu	EPI_ISL_17465835	2022-06-19	Europe	United Kingdom	Scotland	NA	Other mammals	NA
EPI2509899|A/common_dolphin/England/040499/2023|HA	A/common_dolphin/England/040499/2023	avian_flu	EPI_ISL_17465834	2023-02-20	Europe	United Kingdom	England	NA	Other mammals	NA
EPI2509891|A/common_dolphin/Wales/040498/2023|HA	A/common_dolphin/Wales/040498/2023	avian_flu	EPI_ISL_17465833	2023-02-20	Europe	United Kingdom	Wales	NA	Other mammals	NA
EPI2509883|A/harbour_porpoise/England/040497/2023|HA	A/harbour_porpoise/England/040497/2023	avian_flu	EPI_ISL_17465832	2023-02-06	Europe	United Kingdom	England	NA	Other mammals	NA
EPI2437560|A/striped_skunk/BC/AIVPHL-113/2022_HA	A/striped_skunk/BC/AIVPHL-113/2022	avian_flu	EPI_ISL_17073216	2022-05-18	North America	Canada	British Columbia	NA	Other mammals	NA
EPI2437555|A/striped_skunk/BC/AIVPHL-118/2022_HA	A/striped_skunk/BC/AIVPHL-118/2022	avian_flu	EPI_ISL_17073215	2022-05-18	North America	Canada	British Columbia	NA	Other mammals	NA
EPI2437468|A/fox/England/015850/2022|HA	A/fox/England/015850/2022	avian_flu	EPI_ISL_17072388	2022-08-23	Europe	United Kingdom	England	NA	Other mammals	NA
EPI2437377|A/Red_fox/Scotland/023888/2023|HA	A/Red_fox/Scotland/023888/2023	avian_flu	EPI_ISL_17072342	2023-01-30	Europe	United Kingdom	Scotland	NA	Other mammals	NA
EPI2131361|A/Vulpes vulpes/New_York/095525/2022	A/Vulpes vulpes/New_York/095525/2022	avian_flu	EPI_ISL_14552806	2022-04-29	North America	United States	New York	Saint Lawrence County	Other mammals	Wild
EPI2823677|A/environment/Kagoshima/KU-G3/2023 (H5N1)	A/environment/Kagoshima/KU-G3/2023 (H5N1)	avian_flu	EPI_ISL_18615600	2023-11-06	Asia	Japan	NA	NA	Environment	NA
EPI2823686|A/environment/Kagoshima/KU-G2/2023 (H5N1)	A/environment/Kagoshima/KU-G2/2023 (H5N1)	avian_flu	EPI_ISL_18615599	2023-11-06	Asia	Japan	NA	NA	Environment	NA
EPI2823693|A/environment/Kagoshima/KU-G1/2023 (H5N1)	A/environment/Kagoshima/KU-G1/2023 (H5N1)	avian_flu	EPI_ISL_18615598	2023-11-06	Asia	Japan	Kagoshima	NA	Environment	NA
EPI2823702|A/environment/Kagoshima/KU-D3/2023 (H5N1)	A/environment/Kagoshima/KU-D3/2023 (H5N1)	avian_flu	EPI_ISL_18615597	2023-11-06	Asia	Japan	NA	NA	Environment	NA
EPI2823709|A/environment/Kagoshima/KU-D2/2023 (H5N1)	A/environment/Kagoshima/KU-D2/2023 (H5N1)	avian_flu	EPI_ISL_18615596	2023-11-07	Asia	Japan	NA	NA	Environment	NA
EPI2823718|A/environment/Kagoshima/KU-D1/2023 (H5N1)	A/environment/Kagoshima/KU-D1/2023 (H5N1)	avian_flu	EPI_ISL_18615595	2023-11-06	Asia	Japan	Kagoshima	NA	Environment	NA
EPI2840463|A/environment/Kagoshima/KU-D6/2023 (H5N1)	A/environment/Kagoshima/KU-D6/2023 (H5N1)	avian_flu	EPI_ISL_18612259	2023-11-20	Asia	Japan	NA	NA	Environment	NA
EPI2612987|A/environment/Poland/Kra1/2023	A/environment/Poland/Kra1/2023	avian_flu	EPI_ISL_17959737	2023-06-09	Europe	Poland	Lesser Poland Voivodeship	NA	Other environment	NA
EPI3442296|3032459589_ZZYW1JJ3_v1_4	A/Cambodia/24020179/2024	avian_flu	EPI_ISL_19270607	2024-02-10	Asia	Cambodia	NA	NA	Human	NA
EPI3442282|3032459587_ZZYW1JJ1_v1_4	A/Cambodia/24020155/2024	avian_flu	EPI_ISL_19270605	2024-02-08	Asia	Cambodia	NA	NA	Human	NA
EPI2510183|A/Chile/25945/2023	A/Chile/25945/2023	avian_flu	EPI_ISL_17468386	2023-03-24	South America	Chile	Region de Antofagasta	NA	Human	NA
EPI2352966|A/CastillaLaMancha/3869/2022_HA	A/CastillaLaMancha/3869/2022	avian_flu	EPI_ISL_16813290	2022-10-13	Europe	Spain	Castille-La Mancha	NA	Human	NA
EPI2805029|A/chicken/Volta/AI-T-22-523/2022	A/chicken/Volta/AI-T-22-523/2022	avian_flu	EPI_ISL_18550126	2022-11-17	Africa	Ghana	Volta Region	NA	Animal	Domestic
EPI3481368|A/chicken/Bangladesh/15-C-600/2024_HA	A/chicken/Bangladesh/15-C-600/2024	avian_flu	EPI_ISL_19302148	2024-05-13	Asia	Bangladesh	Dhaka	NA	Avian	NA
EPI3481360|A/duck/Bangladesh/18-D-2365/2024_HA	A/duck/Bangladesh/18-D-2365/2024	avian_flu	EPI_ISL_19302147	2024-05-20	Asia	Bangladesh	Rajshahi	NA	Avian	NA
EPI3481352|A/duck/Bangladesh/17-D-2388/2024_HA	A/duck/Bangladesh/17-D-2388/2024	avian_flu	EPI_ISL_19302146	2024-05-12	Asia	Bangladesh	Chittagong	NA	Avian	NA
EPI3481344|A/duck/Bangladesh/17-D-2384/2024_HA	A/duck/Bangladesh/17-D-2384/2024	avian_flu	EPI_ISL_19302145	2024-05-12	Asia	Bangladesh	Chittagong	NA	Avian	NA
EPI3481338|A/duck/Bangladesh/17-D-2383/2024_HA	A/duck/Bangladesh/17-D-2383/2024	avian_flu	EPI_ISL_19302144	2024-05-12	Asia	Bangladesh	Chittagong	NA	Avian	NA
EPI3293636|A/Peruvean booby/Atacama/230579-1/2023_HA	A/Peruvean booby/Atacama/230579-1/2023	avian_flu	EPI_ISL_19139974	2023-01-03	South America	Chile	NA	NA	Avian	NA
EPI3293030|A/large-billed crow/Hokkaido/0104B122/2024	A/large-billed crow/Hokkaido/0104B122/2024	avian_flu	EPI_ISL_19139320	2024-04-11	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3293022|A/large-billed crow/Hokkaido/0104B120/2024	A/large-billed crow/Hokkaido/0104B120/2024	avian_flu	EPI_ISL_19139305	2024-04-10	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3293006|A/large-billed crow/Hokkaido/0103B117/2024	A/large-billed crow/Hokkaido/0103B117/2024	avian_flu	EPI_ISL_19139303	2024-03-22	Asia	Japan	Hokkaido	Ebetsu	Avian	Wild
EPI3292990|A/Eurasian jay/Hokkaido/20240311001/2024	A/Eurasian jay/Hokkaido/20240311001/2024	avian_flu	EPI_ISL_19139301	2024-03-11	Asia	Japan	Hokkaido	Kushiro	Avian	Wild
EPI3292974|A/large-billed crow/Iwate/0303G012/2024	A/large-billed crow/Iwate/0303G012/2024	avian_flu	EPI_ISL_19139299	2024-03-13	Asia	Japan	Iwate	Ofunato	Avian	Wild
EPI3292966|A/large-billed crow/Hokkaido/B147/2024	A/large-billed crow/Hokkaido/B147/2024	avian_flu	EPI_ISL_19139298	2024-04-12	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3292958|A/large-billed crow/Hokkaido/B132/2024	A/large-billed crow/Hokkaido/B132/2024	avian_flu	EPI_ISL_19139297	2024-04-07	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3292087|A/crow/Kansas/W23-968A/2023_HA	A/crow/Kansas/W23-968A/2023	avian_flu	EPI_ISL_19137669	2023-12-12	North America	United States	Kansas	NA	Avian	NA
EPI3008291|A/Artic tern/Netherlands/2/2023	A/Artic tern/Netherlands/2/2023	avian_flu	EPI_ISL_18877429	2023-07-11	Europe	Netherlands	Provincie Groningen	Vogelbroedeiland Stern, Bierum, Groningen	Avian	Wild
EPI3007164|A/carrion crow/Hokkaido/B081/2024	A/carrion crow/Hokkaido/B081/2024	avian_flu	EPI_ISL_18876663	2024-01-26	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3007156|A/carrion crow/Hokkaido/B079/2024	A/carrion crow/Hokkaido/B079/2024	avian_flu	EPI_ISL_18876662	2024-01-18	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI3007148|A/large-billed crow/Hokkaido/B078/2024	A/large-billed crow/Hokkaido/B078/2024	avian_flu	EPI_ISL_18876661	2024-01-17	Asia	Japan	Hokkaido	Sapporo	Avian	Wild
EPI2904803|A/Tufted duck/Netherlands/1/2023_HA_H5N1_LPAI	A/Tufted duck/Netherlands/1/2023	avian_flu	EPI_ISL_18746306	2023-12-07	Europe	Netherlands	Eendenkooi Stolwijk/Haastrecht	NA	Avian	NA
EPI2904751|A/Eurasian Wigeon/Netherlands/9/2023_HA_H5N1_HPAI	A/Eurasian Wigeon/Netherlands/9/2023	avian_flu	EPI_ISL_18746298	2023-12-21	Europe	Netherlands	Zwaagdijk Oost, Eendenkooi Zwaagdijk	NA	Avian	NA
EPI2904532|A/black-headed Gull/Germany-SH/2023AI08829/2023_seg4	A/black-headed Gull/Germany-SH/2023AI08829/2023	avian_flu	EPI_ISL_18745086	2023-11-03	Europe	Germany	NA	NA	Avian	NA
EPI2904500|A/barn owl/Germany-NI/2023AI09096/2023_seg4	A/barn owl/Germany-NI/2023AI09096/2023	avian_flu	EPI_ISL_18745082	2023-11-18	Europe	Germany	NA	NA	Avian	NA
EPI2904484|A/turkey/Germany-NI/2023AI09089/2023_seg4	A/turkey/Germany-NI/2023AI09089/2023	avian_flu	EPI_ISL_18745080	2023-11-29	Europe	Germany	NA	NA	Avian	NA
EPI2904476|A/peregrine falcon/Germany-HH/2023AI09076/2023_seg4	A/peregrine falcon/Germany-HH/2023AI09076/2023	avian_flu	EPI_ISL_18745079	2023-11-27	Europe	Germany	NA	NA	Avian	NA
EPI2904468|A/turkey/Germany-BB/2023AI09073/2023_seg4	A/turkey/Germany-BB/2023AI09073/2023	avian_flu	EPI_ISL_18745078	2023-11-28	Europe	Germany	NA	NA	Avian	NA
